Step,Avg Distance to Center,Collisions,With Predator
82,141.8451934075967,0,1
83,142.1002291943424,0,1
84,142.35414061804093,0,1
85,142.6082050625265,0,1
86,142.86434344782518,1,1
87,143.12269037569422,2,1
88,143.38217255953313,3,1
89,143.6402340261684,5,1
90,143.8964740439929,6,1
91,144.1548908435233,4,1
92,144.41505803765662,4,1
93,144.67775188651274,3,1
94,144.94401857802856,2,1
95,145.21444631673015,4,1
96,145.49185261236414,5,1
97,145.77646935669839,6,1
98,146.06874875782285,7,1
99,146.3632010214055,5,1
100,146.65890314331773,4,1
101,146.954970577691,5,1
102,147.25009973809176,6,1
103,147.54985397685286,7,1
104,147.85178276418512,7,1
105,148.155253409507,5,1
106,148.46078556550913,5,1
107,148.76883475140082,2,1
108,149.07902058347864,2,1
109,149.3914450897163,2,1
110,149.70480577953913,2,1
111,150.01784330570894,3,1
112,150.33027442617828,4,1
113,150.64261653530733,3,1
114,150.95641771567415,3,1
115,151.27099012526105,3,1
116,151.58683632184417,2,1
117,151.90417925714902,3,1
118,152.22301129375893,2,1
119,152.54287785902676,2,1
120,152.86240266715657,2,1
121,153.181806396497,2,1
122,153.50326248559603,1,1
123,153.82606653146686,2,1
124,154.1491174112256,2,1
125,154.47266161627627,2,1
126,154.79948084077466,2,1
127,155.1293012795013,2,1
128,155.46085236382712,2,1
129,155.79448717178852,2,1
130,156.13027958560852,2,1
131,156.46918201353068,2,1
132,156.81166875898128,2,1
133,157.1558637663646,2,1
134,157.50162059803267,2,1
135,157.8499699054229,2,1
136,158.204440812804,2,1
137,158.565404008046,2,1
138,158.932914484179,2,1
139,159.30713499794976,2,1
140,159.68742129489058,2,1
141,160.07436996654283,2,1
142,160.468330577477,2,1
143,160.86799718924016,3,1
144,161.2746512497095,3,1
145,161.6884069735656,3,1
146,162.10986625017497,3,1
147,162.5391291934935,3,1
148,162.97735210084093,3,1
149,163.4242699785005,3,1
150,163.8807748644554,3,1
151,164.34658878377047,3,1
152,164.82341444394078,3,1
153,165.31121469103815,3,1
154,165.81004021566235,3,1
155,166.31955899632015,3,1
156,166.8397629163434,3,1
157,167.36881598675802,3,1
158,167.90659301283515,3,1
159,168.4536200537904,3,1
160,169.00985479263733,3,1
161,169.5736372812216,3,1
162,170.1459306872991,3,1
163,170.72577481119131,3,1
164,171.31336050693338,3,1
165,171.9085528841138,3,1
166,172.50984806776154,3,1
167,173.11574729818838,3,1
168,173.72818166356564,3,1
169,174.3466872248418,3,1
170,174.9705705086326,3,1
171,175.59925883010285,3,1
172,176.23254546261376,3,1
173,176.86982402830068,3,1
174,177.51179791202276,3,1
175,178.15829344962546,3,1
176,178.8065607522112,3,1
177,179.45610973644173,3,1
178,180.10809426255284,3,1
179,180.76282443239208,3,1
180,181.4211872956654,3,1
181,182.08325172925979,3,1
182,182.74739838653377,3,1
183,183.4124258231413,3,1
184,184.07837743422266,3,1
185,184.7485624695346,3,1
186,185.42513954268895,3,1
187,186.10774347005838,3,1
188,186.7963921679413,3,1
189,187.4902714124682,3,1
190,188.1909403638204,3,1
191,188.8957637054856,3,1
192,189.6031846270633,3,1
193,190.3131741012665,4,1
194,191.02586571152273,4,1
195,191.74330535705033,4,1
196,192.46611523887026,4,1
197,193.19392779063244,4,1
198,193.92660188836427,4,1
199,194.6671109856392,4,1
200,195.41640582523266,4,1
201,196.1749994527507,4,1
202,196.940132746319,5,1
203,197.7118078343169,5,1
204,198.48717539941222,6,1
205,199.26736021359983,6,1
206,200.0523126000128,6,1
207,200.84167065160213,6,1
208,201.63663349276533,6,1
209,202.43730473627053,6,1
210,203.24496845148224,6,1
211,204.05798941966253,6,1
212,204.87819148754855,6,1
213,205.70462324301286,6,1
214,206.53848669852712,7,1
215,207.378031526266,7,1
216,208.22094795932873,7,1
217,209.0667661334194,7,1
218,209.91380353673293,7,1
219,210.76559979633706,7,1
220,211.620601383542,7,1
221,212.47943454018684,7,1
222,213.34238229693855,7,1
223,214.20916652600263,7,1
224,215.07968916056453,7,1
225,215.9542164884766,7,1
226,216.83421321806557,7,1
227,217.71833382512085,7,1
228,218.60666713908046,7,1
229,219.49764033518812,7,1
230,220.39319100905183,7,1
231,221.2935070508208,6,1
232,222.19845891226797,5,1
233,223.1089189792546,5,1
234,224.02369120297004,5,1
235,224.9436128011692,5,1
236,225.86698459576888,5,1
237,226.79363467514915,5,1
238,227.72323654428277,4,1
239,228.65460940245737,3,1
240,229.58592881433225,3,1
241,230.51674839079382,3,1
242,231.4483623189536,3,1
243,232.3800671359112,3,1
244,233.30997240310964,3,1
245,234.23791155920387,3,1
246,235.16372530155087,3,1
247,236.0867292330203,3,1
248,237.00715844062583,3,1
249,237.92485711485043,3,1
250,238.840780436189,3,1
251,239.75477945795447,3,1
252,240.66670479006402,3,1
253,241.57816547647963,3,1
254,242.49218627229374,3,1
255,243.40742569484792,3,1
256,244.3204727487195,3,1
257,245.23227644166994,4,1
258,246.14106778734288,4,1
259,247.04513170719756,4,1
260,247.9443526108507,4,1
261,248.83959529646057,4,1
262,249.73060900054708,4,1
263,250.6161779687405,4,1
264,251.4997100380723,4,1
265,252.37938401402056,4,1
266,253.25616756951766,4,1
267,254.13036122753195,4,1
268,255.00172955500844,4,1
269,255.87194921082298,4,1
270,256.7418640672774,4,1
271,257.61013756401906,4,1
272,258.47502432716,4,1
273,259.3374371967478,4,1
274,260.2002749243689,4,1
275,261.06131897979833,4,1
276,261.9190869423897,4,1
277,262.7747195063933,4,1
278,263.6283371513709,4,1
279,264.4801032919996,4,1
280,265.3285370440716,4,1
281,266.1737805496254,4,1
282,267.015741641514,4,1
283,267.8577895099717,5,1
284,268.7008258645523,5,1
285,269.54214211872824,5,1
286,270.38238413635696,5,1
287,271.2215531028169,5,1
288,272.0606877749338,5,1
289,272.90281827359263,5,1
290,273.7469874498549,5,1
291,274.59155940644644,5,1
292,275.4344585796394,5,1
293,276.2752352809356,5,1
294,277.11215548763244,5,1
295,277.94549764921015,5,1
296,278.77688127295437,5,1
297,279.60603280932804,5,1
298,280.4310391003533,5,1
299,281.2535717489272,5,1
300,282.0741940509208,5,1
301,282.89174046212224,5,1
302,283.7071469691717,5,1
303,284.52124540337655,5,1
304,285.3340508590178,5,1
305,286.1472896018237,5,1
306,286.96013374899627,5,1
307,287.77294674065587,5,1
308,288.58483999830133,5,1
309,289.3991740864004,5,1
310,290.21404325823096,5,1
311,291.02881009407724,5,1
312,291.84580935350095,5,1
313,292.6623894479283,5,1
314,293.47866625337093,5,1
315,294.2922770836205,5,1
316,295.10402182341517,5,1
317,295.9167171067811,5,1
318,296.7319582850016,5,1
319,297.5510646210286,5,1
320,298.3739296574717,5,1
321,299.2021353048886,5,1
322,300.03686911262895,5,1
323,300.87585314690506,5,1
324,301.7156298790176,5,1
325,302.55613586135183,5,1
326,303.3966176893534,5,1
327,304.2360747598628,5,1
328,305.0749259930846,5,1
329,305.9123151167316,5,1
330,306.7503163596427,5,1
331,307.5874484187334,5,1
332,308.4203920596089,5,1
333,309.24912306184143,5,1
334,310.0771450635696,5,1
335,310.90547596922625,5,1
336,311.7367340283849,5,1
337,312.569154617451,5,1
338,313.39963664064646,5,1
339,314.2281481524642,5,1
340,315.054627705094,5,1
341,315.8802816316375,5,1
342,316.7059691589536,5,1
343,317.5323067920018,5,1
344,318.3573496113278,5,1
345,319.18241633663314,5,1
346,320.0073149640602,5,1
347,320.8351565940798,5,1
348,321.66460843517217,5,1
349,322.494860341585,5,1
350,323.32561000703623,5,1
351,324.1585366344217,5,1
352,324.99285908123477,5,1
353,325.83131377089313,5,1
354,326.6707577666286,5,1
355,327.51125954245254,5,1
356,328.35156504682817,5,1
357,329.188290764083,5,1
358,330.0207036623697,5,1
359,330.85088597380934,5,1
360,331.68017801165917,5,1
361,332.50593942082594,5,1
362,333.3296575355941,5,1
363,334.1522507266493,5,1
364,334.9707381937747,5,1
365,335.78619502501925,5,1
366,336.599943087451,5,1
367,337.4124667110399,5,1
368,338.22400541964515,5,1
369,339.03135116197916,5,1
370,339.8360977847134,5,1
371,340.6381116483335,5,1
372,371.37211259323095,5,1
373,372.1485950629234,5,1
374,372.91890043948393,5,1
375,373.68453595210525,5,1
376,374.44674797558247,5,1
377,375.20500789881754,5,1
378,406.5038585891983,4,1
379,407.2455403696867,4,1
380,407.9859816997996,4,1
381,438.3595344025118,6,1
382,439.0814603668205,6,1
383,439.80136681796347,6,1
384,440.5195560151989,6,1
385,441.23766451260724,3,1
386,471.0407122081551,4,1
387,500.266970400078,6,1
388,500.9397234235629,6,1
389,501.61397676908035,6,1
390,502.2911469354794,6,1
391,502.9710829283719,6,1
392,503.6540592530064,6,1
393,504.3385401495118,5,1
394,532.0519069605757,5,1
395,532.7074804219126,4,1
396,558.7040515080415,4,1
397,601.184766057632,4,1
398,601.7635655174349,3,1
399,617.8129640451594,3,1
400,618.3782412496831,4,1
401,618.9392660739654,4,1
402,630.8326962581831,4,1
403,638.1149695025892,4,1
404,640.6914621058801,3,1
405,641.2819321187883,4,1
406,641.8713345614061,4,1
407,642.4594964653207,4,1
408,643.0464910827488,3,1
409,643.6326487557529,3,1
410,644.214714576625,3,1
411,644.795225264288,3,1
412,645.3743310000185,3,1
413,645.9522097305627,3,1
414,637.5778320285157,3,1
415,638.1836616552822,3,1
416,638.7930536666977,3,1
417,639.4070076459524,3,1
418,640.0262345643753,3,1
419,640.6507135940359,3,1
420,641.2807753808548,3,1
421,641.9159695832899,3,1
422,642.55645303422,3,1
423,643.1967019125823,3,1
424,643.8364373841996,3,1
425,644.4759644641283,3,1
426,645.115454027541,3,1
427,645.7561885868166,3,1
428,646.3983285096857,3,1
429,647.0419967329649,3,1
430,647.6901426106716,3,1
431,648.3406082569055,3,1
432,648.9921398210458,3,1
433,649.6442888688106,3,1
434,650.2972667000668,3,1
435,650.9509183478752,3,1
436,651.6057532840143,3,1
437,652.261954712689,3,1
438,652.918732906881,3,1
439,653.5765241598539,3,1
440,654.2337754593285,3,1
441,654.8906775111387,3,1
442,655.5486653140409,3,1
443,656.2079377075966,3,1
444,656.8678987240648,5,1
445,657.5284468854903,5,1
446,658.1895829070021,5,1
447,658.8514461507319,5,1
448,659.5140758499579,5,1
449,660.1775230639536,5,1
450,660.8420662732855,5,1
451,661.5076223783246,5,1
452,662.1741419195098,5,1
453,662.8415565494873,5,1
454,663.5112691649142,5,1
455,664.1832085557028,5,1
456,664.8570922061917,6,1
457,665.5335171033461,6,1
458,666.211291001567,6,1
459,666.8898872399932,6,1
460,667.56756002813,6,1
461,668.2452945326633,6,1
462,668.922325895408,6,1
463,669.5984567377799,6,1
464,670.2751201703937,6,1
465,670.951514256804,6,1
466,671.628211575014,5,1
467,672.3028466712899,5,1
468,672.975645060019,5,1
469,673.646641283408,6,1
470,674.3158896596908,6,1
471,674.9835159782907,6,1
472,675.649640835892,6,1
473,676.3148874758848,6,1
474,676.9799558505835,6,1
475,677.6444276059833,6,1
476,678.3078479564323,6,1
477,678.9725330110804,6,1
478,679.638312560717,6,1
479,680.3056384920258,6,1
480,680.9744745746037,6,1
481,681.6422897657335,6,1
482,682.3095525458754,7,1
483,682.9757166769745,7,1
484,683.6430549046706,7,1
485,684.3126878353851,6,1
486,684.9845413037547,6,1
487,685.6585274016688,6,1
488,686.3351537214543,6,1
489,687.0133338399926,6,1
490,687.694219223741,6,1
491,688.3781862466736,6,1
492,689.0633871286948,6,1
493,689.748435870204,6,1
494,690.4332118045758,6,1
495,691.1185996933924,6,1
496,691.8062111993689,6,1
497,692.4960666437885,6,1
498,693.1881645932134,6,1
499,693.8824868917314,6,1
500,694.5805119790293,6,1
501,695.2823054442131,6,1
502,695.9862955277497,6,1
503,696.6925218337996,6,1
504,697.4031313038909,6,1
505,698.1182055456576,6,1
506,698.8377642006363,6,1
507,699.5626123008791,6,1
508,700.2928794507347,6,1
509,701.0291146946944,6,1
510,701.7709224647725,6,1
511,702.518115496559,6,1
512,703.2706254978656,6,1
513,704.0269119088565,6,1
514,704.7859628487745,6,1
515,705.5477332625386,6,1
516,706.3121548174316,6,1
517,707.0801439907787,6,1
518,707.8515854502217,5,1
519,708.6264494604436,5,1
520,709.4048122158727,5,1
521,710.185644179919,5,1
522,710.9687103946048,6,1
523,711.754044167601,6,1
524,712.5417034615376,6,1
525,713.3334311288102,6,1
526,714.1292888088337,6,1
527,714.9290034972314,5,1
528,715.7326043859341,5,1
529,716.5401182008947,5,1
530,717.3515149695653,5,1
531,718.1665498387023,5,1
532,718.9851676812411,5,1
533,719.8065984258521,5,1
534,720.6306768488363,5,1
535,721.4590715286456,5,1
536,722.2652642952978,5,1
537,723.0249316707467,5,1
538,723.7829302600738,5,1
539,724.5391586166568,5,1
540,725.2936687119038,5,1
541,726.0466442998472,5,1
542,726.7983680964699,5,1
543,727.547988939693,5,1
544,727.6593959576226,4,1
545,728.361723399123,4,1
546,729.0594805769435,4,1
547,729.7544679700574,3,1
548,723.6369474662628,3,1
549,724.2360777471745,3,1
550,724.8331961357343,3,1
551,725.4289060702257,3,1
552,720.0681395431832,3,1
553,720.610994628086,3,1
554,721.1479937635563,4,1
555,721.679156364911,4,1
556,722.2045210561432,4,1
557,722.7241569408583,4,1
558,715.7190444931481,4,1
559,706.92549389236,4,1
560,707.3539283601788,4,1
561,697.2509095059091,4,1
562,697.6393889031024,4,1
563,698.0241625712137,4,1
564,698.4043244365904,4,1
565,698.780326658582,4,1
566,687.2880363738567,4,1
567,660.3210151691484,2,1
568,645.7005777058743,3,1
569,630.2059416429246,4,1
570,630.4807458481381,4,1
571,630.7562899930144,3,1
572,631.0327356941344,3,1
573,631.3105343156222,3,1
574,636.7413744558221,3,1
575,636.9950642899915,3,1
576,603.1698067618407,3,1
577,603.4006318253709,3,1
578,603.6356099014722,3,1
579,603.8733610539969,2,1
580,604.1141990890999,2,1
581,604.3579402706026,2,1
582,602.685270789206,2,1
583,602.9111955902935,2,1
584,594.9821459049183,3,1
585,595.187027350607,3,1
586,595.3925712170676,3,1
587,595.598742902322,2,1
588,581.6289027190121,2,1
589,581.8085814886049,2,1
590,561.5751530498288,2,1
591,561.7272385977576,2,1
592,561.8776009955159,2,1
593,562.0265689983379,2,1
594,502.76049430691114,2,1
595,502.8601633961882,2,1
596,463.82808597274254,2,1
597,374.9092030391869,2,1
598,318.8093731176931,2,1
599,264.4867185037512,2,1
600,233.5950550997697,1,1
601,233.2616733620195,2,1
602,205.04808167933143,2,1
603,204.76088207645077,2,1
604,204.4747623237334,2,1
605,204.1901523002604,2,1
606,203.90753008621533,2,1
607,203.62666762309593,2,1
608,203.34936137961787,2,1
609,203.07689862745244,2,1
610,202.80960727140916,1,1
611,170.9394708094979,1,1
612,170.71214840438455,1,1
613,170.49030961792724,1,1
614,170.27291191834684,1,1
615,170.0590485535053,1,1
616,169.84764337067196,1,1
617,199.9806805684319,1,1
618,199.7183704959953,2,1
619,199.4566953525704,2,1
620,199.19586823624633,2,1
621,198.93581869824914,2,1
622,198.67441688498775,2,1
623,198.4119508318526,2,1
624,198.14827540829955,2,1
625,197.8834261894465,2,1
626,197.61734626199038,2,1
627,197.35004679238415,2,1
628,197.08163222072713,2,1
629,196.81221617988646,2,1
630,196.5419306045708,1,1
631,196.27031090140875,1,1
632,195.99746060248071,1,1
633,195.72409489710205,1,1
634,195.45022724578314,1,1
635,195.17669215435217,1,1
636,194.90343152899314,1,1
637,194.63040500345787,1,1
638,194.35838820965813,1,1
639,194.08731582897732,1,1
640,193.8163354214457,1,1
641,193.54651392668924,1,1
642,193.27803822001016,1,1
643,193.0108334778628,1,1
644,192.74482542804452,1,1
645,192.4799489982395,1,1
646,192.21612615202542,1,1
647,191.95332724311186,1,1
648,191.69156876089215,2,1
649,191.43024908059078,3,1
650,191.17014641297877,3,1
651,190.90996680770806,3,1
652,190.64940472053465,3,1
653,190.38858394451887,3,1
654,190.1278196801685,3,1
655,189.86893191506803,3,1
656,189.61115395611222,3,1
657,189.35409172584883,3,1
658,189.0977607036704,3,1
659,188.84248449278024,3,1
660,188.59067174078422,3,1
661,188.34159847819632,3,1
662,188.09504712728628,3,1
663,187.85091643867293,3,1
664,187.6092653026641,3,1
665,187.3702033713407,3,1
666,187.13521838604828,3,1
667,186.90340809176558,3,1
668,186.67475741609024,3,1
669,186.44924671833772,3,1
670,186.22684875553787,3,1
671,186.00755849322837,3,1
672,185.7913598589009,3,1
673,185.578265719251,3,1
674,185.3692954094717,3,1
675,185.16482880133,3,1
676,184.96498228501616,3,1
677,184.7698794840684,4,1
678,184.57964539770967,4,1
679,184.39328427777667,4,1
680,184.21088900427856,4,1
681,184.03252150860362,4,1
682,183.85821712518222,4,1
683,183.68762534372442,4,1
684,183.52077622101265,4,1
685,183.357401269444,4,1
686,183.19661251555655,4,1
687,183.03834005288613,4,1
688,182.88256635001704,4,1
689,182.7298540877549,4,1
690,182.58018448630068,4,1
691,182.433109242733,4,1
692,182.28866189703518,4,1
693,182.14689613677265,4,1
694,182.00788435118528,4,1
695,181.87270813076913,4,1
696,181.74138074239994,4,1
697,181.61312664307584,4,1
698,181.4879330908386,4,1
699,181.36643603887129,4,1
700,181.24930885761418,4,1
701,181.13652914637896,4,1
702,181.02805874946253,4,1
703,180.92335080685856,4,1
704,180.82152807202002,4,1
705,180.72248547904817,4,1
706,180.62519066523564,3,1
707,180.52855518616445,3,1
708,180.43330149081146,3,1
709,180.34092671348253,3,1
710,180.2513207696519,2,1
711,180.16431403030165,2,1
712,180.07844384769163,2,1
713,179.99172373443542,2,1
714,179.90295416082867,2,1
715,179.81098264786118,2,1
716,179.71518932336485,2,1
717,179.61283280240409,2,1
718,179.50158479217478,2,1
719,179.37968658971465,2,1
720,179.24510879014653,2,1
721,179.0977681958312,2,1
722,178.93555722807437,2,1
723,178.75737782641636,2,1
724,178.56214567824262,2,1
725,178.34870777534542,2,1
726,178.11674426274305,2,1
727,177.86669883878776,2,1
728,177.60004547723378,3,1
729,177.3174741636357,2,1
730,177.01962865622468,3,1
731,176.70633593630194,3,1
732,176.37590329677656,5,1
733,176.0250607521771,4,1
734,175.65313508755264,5,1
735,175.25651398097398,5,1
736,174.83137835812605,5,1
737,174.3763014271967,6,1
738,173.88942830408723,6,1
739,173.37028215090825,8,1
740,172.81937604247608,8,1
741,172.2378467965443,8,1
742,171.62349336768386,9,1
743,170.97874011277742,9,1
744,170.3043065226774,9,1
745,169.60352787998372,8,1
746,168.8807439537861,8,1
747,168.1404682452921,8,1
748,167.3872755604713,8,1
749,166.62715642903817,8,1
750,165.8653972117092,9,1
751,165.1058228838577,9,1
752,164.34917929400396,9,1
753,163.59685989417483,9,1
754,162.85054006631162,9,1
755,162.11469596314814,9,1
756,161.39108032375412,7,1
757,160.68215551447878,6,1
758,159.99057957946766,6,1
759,159.31625301071662,6,1
760,158.66132826164423,6,1
761,158.0257259074378,6,1
762,157.41239869824344,6,1
763,156.82318520926458,6,1
764,156.25645587778902,6,1
765,155.71294540359648,6,1
766,155.19166345753274,6,1
767,154.69502676573535,6,1
768,154.224271071597,5,1
769,153.77943681273288,6,1
770,153.3631428396626,6,1
771,152.9783218322672,6,1
772,152.62532710967244,6,1
773,152.30732676860677,5,1
774,152.02558680262032,5,1
775,151.78161739861673,5,1
776,151.57643620699835,5,1
777,151.4089909631661,5,1
778,151.28059465964648,6,1
779,151.19175461057475,6,1
780,151.14016702670864,6,1
781,151.12455015852842,6,1
782,151.14210592456777,6,1
783,151.19028687815046,6,1
784,151.26696057340322,6,1
785,151.37132591364835,6,1
786,139.91625392122967,6,1
787,140.0709888569267,5,1
788,140.24764291920823,5,1
789,140.4473887893758,4,1
790,140.6699951312526,4,1
791,140.915049466915,4,1
792,141.18230277057307,4,1
793,126.32654213945852,4,1
794,126.65777620614209,4,1
795,127.01446502497353,3,1
796,127.39673694672521,3,1
797,127.80294385454185,3,1
798,128.23491279241202,4,1
799,128.69102352740595,4,1
800,129.17073867608812,4,1
801,129.67228773164965,4,1
802,130.19534972764944,3,1
803,130.74085424260383,3,1
804,131.30840728426992,3,1
805,131.9001043693242,3,1
806,132.51775696334735,3,1
807,133.16096085957926,3,1
808,133.8301796294919,1,1
809,134.52447624875933,1,1
810,135.2433862970507,1,1
811,135.98634149189348,1,1
812,136.7527373437577,1,1
813,137.54062829988243,1,1
814,138.34919896463583,1,1
815,139.1785386705179,2,1
816,140.02972631483178,2,1
817,140.9007197469796,1,1
818,141.79199595791323,1,1
819,142.70189734071425,1,1
820,143.6295504580225,1,1
821,144.57389698539893,1,1
822,145.5327292283941,1,1
823,146.50543942448527,1,1
824,147.4918070654611,1,1
825,148.4910656782776,1,1
826,149.50227870998387,2,1
827,150.5261968972208,2,1
828,151.5637398166491,2,1
829,152.61291979018927,2,1
830,153.67252332329744,2,1
831,154.74198033311822,1,1
832,155.82254627632474,1,1
833,156.91358445059288,1,1
834,158.0117923775325,1,1
835,159.115997285176,1,1
836,160.22548813629345,1,1
837,161.34102774119688,1,1
838,162.46230896194868,2,1
839,163.589304236898,2,1
840,164.7211184593115,2,1
841,165.8565165228624,2,1
842,166.99779289365537,2,1
843,168.145233080323,2,1
844,169.30058637759103,2,1
845,170.4658841859844,3,1
846,171.6400589638737,3,1
847,172.82154267065016,3,1
848,174.01164516328635,3,1
849,175.21037388616455,3,1
850,176.41852612220336,3,1
851,177.6346668973051,3,1
852,178.85776391156838,2,1
853,180.0877791932751,2,1
854,181.32426970834433,2,1
855,182.56820764000716,2,1
856,183.81870801383968,2,1
857,185.07548325757668,2,1
858,186.3380498488098,2,1
859,187.60611298056665,2,1
860,188.88040924622103,2,1
861,190.1601850640829,2,1
862,191.44470706812712,2,1
863,192.73333246691357,2,1
864,194.02644369052487,2,1
865,195.3238005756815,2,1
866,196.62546984264276,3,1
867,197.9301770410612,3,1
868,199.23784208519223,3,1
869,200.54841236557584,3,1
870,201.86193659311928,3,1
871,203.17706722057724,3,1
872,204.49405486167436,3,1
873,205.81395944989137,4,1
874,207.13741769846652,4,1
875,208.46326991796997,4,1
876,209.79147566018884,4,1
877,211.1225187647457,4,1
878,212.45691434561513,5,1
879,213.79462146485324,5,1
880,215.13567092906163,5,1
881,216.4789728430603,5,1
882,217.82454646231992,5,1
883,219.17386716266356,5,1
884,220.5268580504613,5,1
885,221.88337179502423,5,1
886,223.24443375181912,5,1
887,224.60876247884178,5,1
888,225.97623937251322,5,1
889,227.34674665140696,5,1
890,228.71787794546628,5,1
891,230.08967551997833,5,1
892,231.46197286396517,4,1
893,232.83463854396086,4,1
894,234.20775775481187,4,1
895,235.58118215131645,4,1
896,236.95580620227392,4,1
897,238.33262872675968,4,1
898,239.71153967326697,4,1
899,241.0913898385159,4,1
900,242.47210604611922,4,1
901,243.8536463510714,4,1
902,245.23595029274045,4,1
903,246.6179329701391,5,1
904,248.0017110162212,5,1
905,249.38727234690938,5,1
906,250.77337500004492,5,1
907,252.16027439737437,5,1
908,253.54772435842492,5,1
909,254.93672467900845,5,1
910,256.32711799181953,5,1
911,257.71796628517467,5,1
912,259.1080511725988,5,1
913,260.49665041450794,5,1
914,261.8837576392312,5,1
915,263.27192487411696,5,1
916,264.66211931994656,5,1
917,266.05380698233927,5,1
918,267.44676939537385,5,1
919,268.8409029650704,5,1
920,270.2357421337284,5,1
921,271.631320036629,5,1
922,273.02767285713475,5,1
923,274.4236203301065,5,1
924,275.8191354917836,5,1
925,277.215776670994,5,1
926,278.6143592271536,5,1
927,280.016252624912,5,1
928,281.4214785612652,5,1
929,282.83004572604585,5,1
930,284.2411417002087,5,1
931,285.6547153430248,5,1
932,287.0707401000939,5,1
933,288.4870834210467,5,1
934,289.9038025242372,5,1
935,291.322613696495,5,1
936,292.7426754255937,5,1
937,294.1645203858557,5,1
938,295.58823504318815,5,1
939,297.0135602063748,5,1
940,298.43908529948163,5,1
941,299.8638566517344,5,1
942,301.2869051431513,5,1
943,302.7075760128421,5,1
944,304.12495727779515,5,1
945,305.5382960700032,5,1
946,306.94676871526593,5,1
947,308.3506526590096,5,1
948,309.7461398811103,5,1
949,311.1335696402918,5,1
950,312.51115868700174,5,1
951,313.8777352526776,6,1
952,315.23280527173546,6,1
953,316.57585805118816,6,1
954,317.9065126218422,6,1
955,319.2250427208858,6,1
956,320.53033801806384,6,1
957,321.8222385319505,6,1
958,323.10035804523716,6,1
959,324.3636023401253,6,1
960,348.1714292363304,6,1
961,349.31050281654467,6,1
962,350.43706029360453,7,1
963,351.5504851926237,8,1
964,352.6516251450828,8,1
965,353.7403497781163,8,1
966,354.8166409508149,8,1
967,372.5918378643742,8,1
968,384.5153798263294,8,1
969,385.31436901040416,10,1
970,386.107999525005,10,1
971,386.89765035798035,9,1
972,387.68363081980954,8,1
973,388.4667006020999,7,1
974,394.6636008547406,6,1
975,395.2869290384162,5,1
976,395.9114365843052,5,1
977,396.5375346036793,5,1
978,395.6383849019912,5,1
979,396.3661324922222,5,1
980,395.975846009964,5,1
981,404.8804034084013,5,1
982,434.05455930140175,5,1
983,432.98247555774384,5,1
984,431.5755912197015,5,1
985,424.00477667841847,3,1
986,410.08083297757815,4,1
987,408.7786699532373,4,1
988,407.47642805645955,4,1
989,406.1729177347288,4,1
990,404.8680043562866,4,1
991,384.74891217452165,4,1
992,383.3569893368123,4,1
993,381.9639911369161,4,1
994,380.57065622684917,3,1
995,379.1767244478748,3,1
996,377.7814214883745,3,1
997,376.38516167338696,3,1
998,374.9891593242301,3,1
999,373.59329380471485,3,1
1000,372.1976883495996,3,1
